test,bin,rtl_i_code,rtl_q_code,rtl_i_saturated,rtl_q_saturated,numpy_i,numpy_q
2,5,88,-142,88,-128,0.6934444603596279,-1.0904818634483386
2,6,32,56,32,56,0.282905109173866,0.4438477372522738
2,7,20,81,20,81,0.19199944873583097,0.6520500903356616
2,8,-69,-24,-69,-24,-0.5325509550107068,-0.18671480419227865
2,9,-24,-125,-24,-125,-0.1933245949035441,-0.9688881679314183
2,10,8,-143,8,-128,0.06900692467607608,-1.1004167896768369
2,11,-55,-24,-55,-24,-0.41095012216399673,-0.16771828306415237
2,12,47,61,47,61,0.3772865963386538,0.480793220032453
2,13,172,61,127,61,1.3570603234723622,0.4874523089758871
2,14,-111,-75,-111,-75,-0.8480435293541231,-0.5711450515262728
2,15,-47,-10,-47,-10,-0.3504571571608488,-0.0725078756327816
2,16,22,80,22,80,0.171875,0.625
2,17,43,172,43,127,0.33907158838161966,1.3530864480996683
2,18,19,87,19,87,0.14543316337978318,0.681597807416461
2,19,-76,-158,-76,-128,-0.5924274831582179,-1.2177837301925791
2,20,228,116,127,116,1.783219455982465,0.9061800720635108
2,21,-20,-138,-20,-128,-0.14253101863026207,-1.0650112096593893
2,22,-110,-86,-110,-86,-0.8591207512704349,-0.6589730166455232
2,23,-95,27,-95,27,-0.7302256752966818,0.2306671141335057
2,24,-13,-74,-13,-74,-0.09675606492851749,-0.5734138251536718
2,25,-3,-23,-3,-23,-0.03913729998414405,-0.18515231770461424
2,26,143,-6,127,-6,1.1154578846351901,-0.03798947158155147
2,27,-26,0,-26,0,-0.19649408331281573,0.017350063345584726
2,28,81,-22,81,-22,0.6372874090936038,-0.16898096881030006
2,29,28,162,28,127,0.20579742376806912,1.2885606260220173
2,30,20,-137,20,-128,0.14708538679651284,-1.0621379945223168
2,31,-19,-26,-19,-26,-0.15310009877509523,-0.18271820788603127
2,32,-50,48,-50,48,-0.390625,0.375
2,33,-44,-82,-44,-82,-0.3505244202714535,-0.6390017718854832
2,34,55,70,55,70,0.4231632102370395,0.542101755813538
2,35,-47,25,-47,25,-0.38402007989558307,0.19820572747950188
2,36,-31,-63,-31,-63,-0.24414242808071082,-0.495818566209769
2,37,-60,-56,-60,-56,-0.46899376582428043,-0.434822626155548
2,38,12,-102,12,-102,0.08790689262532039,-0.7993371006415726
2,39,120,43,120,43,0.9131372956817396,0.3337404678986084
2,40,125,-4,125,-4,0.9700509550107068,-0.032035195807721364
2,41,-30,-87,-30,-87,-0.2437106869776014,-0.6952825145316535
2,42,-40,17,-40,17,-0.3273736486604809,0.12483289406326592
2,43,7,-136,7,-128,0.044113789933347275,-1.0556014164521286
2,44,209,-57,127,-57,1.6308116843368095,-0.44163545980729874
2,45,-96,-95,-96,-95,-0.7612233543181597,-0.742332326614189
2,46,-55,33,-55,33,-0.44683367570692184,0.2568819169574661
2,47,-95,124,-95,124,-0.7626921568125715,0.9846608806685838
2,48,100,158,100,127,0.78125,1.234375
2,49,29,-106,29,-106,0.23130855901455824,-0.832091310891497
2,50,-7,19,-7,19,-0.05975614510154287,0.1413697138275521
2,51,46,20,46,20,0.3373768515172539,0.14079488566185427
2,52,-134,32,-128,32,-1.057021652812355,0.2418927311065987
2,53,-60,-24,-60,-24,-0.4972329397944447,-0.2029292675684336
2,54,18,40,18,40,0.13827718300947772,0.29923420416632474
2,55,71,61,71,61,0.5377834632704104,0.4595638527507444
2,56,25,46,25,46,0.1905060649285175,0.35466382515367184
2,57,-19,23,-19,23,-0.157523755189233,0.1453691357211788
2,58,21,-108,21,-108,0.15585301317337402,-0.8608877595954056
2,59,14,-40,14,-40,0.09477165604671658,-0.3367145584148692
2,60,-69,-54,-69,-54,-0.5516356897690669,-0.4326767914148542
2,61,60,-64,60,-64,0.46409147832947595,-0.5605181630244834
2,62,-54,-161,-54,-128,-0.43967661527369717,-1.2833706950403792
2,63,-43,12,-43,12,-0.37813929346694275,0.0144999333571032
3,0,4096,-3072,127,-128,32.0,-24.0
3,1,0,0,0,0,0.0,0.0
3,2,0,0,0,0,0.0,0.0
3,3,0,0,0,0,0.0,0.0
3,4,0,0,0,0,0.0,0.0
3,5,0,0,0,0,0.0,0.0
3,6,0,0,0,0,0.0,0.0
3,7,0,0,0,0,0.0,0.0
3,8,0,0,0,0,0.0,0.0
3,9,0,0,0,0,0.0,0.0
3,10,0,0,0,0,0.0,0.0
3,11,0,0,0,0,0.0,0.0
3,12,0,0,0,0,0.0,0.0
3,13,0,0,0,0,0.0,0.0
3,14,0,0,0,0,0.0,0.0
3,15,0,0,0,0,0.0,0.0
3,16,0,0,0,0,0.0,0.0
3,17,0,0,0,0,0.0,0.0
3,18,0,0,0,0,0.0,0.0
3,19,0,0,0,0,0.0,0.0
3,20,0,0,0,0,0.0,0.0
3,21,0,0,0,0,0.0,0.0
3,22,0,0,0,0,0.0,0.0
3,23,0,0,0,0,0.0,0.0
3,24,0,0,0,0,0.0,0.0
3,25,0,0,0,0,0.0,0.0
3,26,0,0,0,0,0.0,0.0
3,27,0,0,0,0,0.0,0.0
3,28,0,0,0,0,0.0,0.0
3,29,0,0,0,0,0.0,0.0
3,30,0,0,0,0,0.0,0.0
3,31,0,0,0,0,0.0,0.0
3,32,0,0,0,0,0.0,0.0
3,33,0,0,0,0,0.0,0.0
3,34,0,0,0,0,0.0,0.0
3,35,0,0,0,0,0.0,0.0
3,36,0,0,0,0,0.0,0.0
3,37,0,0,0,0,0.0,0.0
3,38,0,0,0,0,0.0,0.0
3,39,0,0,0,0,0.0,0.0
3,40,0,0,0,0,0.0,0.0
3,41,0,0,0,0,0.0,0.0
3,42,0,0,0,0,0.0,0.0
3,43,0,0,0,0,0.0,0.0
3,44,0,0,0,0,0.0,0.0
3,45,0,0,0,0,0.0,0.0
3,46,0,0,0,0,0.0,0.0
3,47,0,0,0,0,0.0,0.0
3,48,0,0,0,0,0.0,0.0
3,49,0,0,0,0,0.0,0.0
3,50,0,0,0,0,0.0,0.0
3,51,0,0,0,0,0.0,0.0
3,52,0,0,0,0,0.0,0.0
3,53,0,0,0,0,0.0,0.0
3,54,0,0,0,0,0.0,0.0
3,55,0,0,0,0,0.0,0.0
3,56,0,0,0,0,0.0,0.0
3,57,0,0,0,0,0.0,0.0
3,58,0,0,0,0,0.0,0.0
3,59,0,0,0,0,0.0,0.0
3,60,0,0,0,0,0.0,0.0
3,61,0,0,0,0,0.0,0.0
3,62,0,0,0,0,0.0,0.0
3,63,0,0,0,0,0.0,0.0
